User_ID,Industry,Job_Role,Location,Experience_Years,Primary_AI_Tool,Daily_Token_Usage,Tasks_Automated_Per_Week,Productivity_Gain_Percent,Adoption_Date
USR-30C18549,Finance,Accountant,North America,5,ChatGPT (OpenAI),6900,1,3.8,2023-07-18
USR-82D23922,Creative & Design,Video Editor,North America,21,Midjourney,2509,2,2.9,2023-03-01
USR-A1B2FA74,Education,Teacher,Europe,9,ChatGPT (OpenAI),4433,2,4.9,2023-08-04
USR-E63CF190,Education,Teacher,North America,6,Gemini (Google),3801,3,3.6,2021-02-25
USR-6E619410,Marketing,SEO Specialist,North America,2,ChatGPT (OpenAI),10102,1,9.7,2023-11-17
USR-4850B54D,Marketing,Content Writer,Asia-Pacific,21,Claude (Anthropic),13650,3,24.4,2024-01-24
USR-E25E885B,Creative & Design,UI/UX Designer,Asia-Pacific,10,Midjourney,2000,1,3.5,2025-10-22
USR-FBBD4BCC,Marketing,SEO Specialist,North America,7,ChatGPT (OpenAI),14407,2,22.1,2023-05-01
USR-B9A6E8F3,Marketing,Marketing Analyst,Asia-Pacific,18,ChatGPT (OpenAI),5999,3,9.8,2024-03-28
USR-21F8F92E,Creative & Design,Illustrator,Asia-Pacific,21,Midjourney,2926,3,2.7,2021-07-31
USR-EEDB33C4,Healthcare,Medical Researcher,North America,24,Gemini (Google),5869,2,3.7,2024-11-06
USR-996E2448,Creative & Design,Graphic Designer,North America,25,Claude (Anthropic),3849,1,7.2,2022-11-13
USR-392E1C17,Healthcare,Clinical Admin,Asia-Pacific,18,Perplexity,4485,1,5.8,2024-09-06
USR-88A6A178,Finance,Investment Banker,Europe,16,Gemini (Google),4810,3,6.2,2023-05-01
USR-5E08AC88,Healthcare,Healthcare Analyst,North America,5,ChatGPT (OpenAI),10297,1,19.0,2023-03-24
USR-0263F797,Education,Professor,Europe,22,Claude (Anthropic),5318,2,7.6,2023-03-06
USR-65AF95E4,Education,Professor,Europe,20,ChatGPT (OpenAI),3108,1,2.1,2023-06-30
USR-B43A601A,Software Development,Data Scientist,North America,3,Claude (Anthropic),12621,2,18.5,2024-11-25
USR-34D923DB,Marketing,Social Media Manager,Europe,14,Gemini (Google),11083,2,15.2,2024-08-29
USR-C0B50E54,Education,Professor,North America,9,Claude (Anthropic),1119,3,1.3,2023-11-16
USR-4A444E1E,Finance,Accountant,North America,11,Claude (Anthropic),10773,1,8.7,2024-07-23
USR-438CCA2C,Software Development,Data Scientist,Asia-Pacific,7,DeepSeek,35802,8,74.4,2026-03-20
USR-85F88A5E,Finance,Investment Banker,Latin America,16,Claude (Anthropic),1549,3,2.7,2023-02-06
USR-9CEC6E8C,Healthcare,Clinical Admin,North America,9,Gemini (Google),4010,3,5.3,2026-01-15
USR-B0FEF2A2,Finance,Financial Analyst,North America,12,Perplexity,3525,2,1.8,2023-02-19
USR-201C8FCB,Education,Student,North America,13,Perplexity,13462,1,6.5,2023-06-17
USR-5029F99B,Healthcare,Medical Researcher,Latin America,8,Perplexity,1923,3,1.5,2024-09-16
USR-F3D03D8D,Education,Teacher,Latin America,24,ChatGPT (OpenAI),3878,1,2.7,2024-07-06
USR-9D6EBCD3,Marketing,Social Media Manager,Asia-Pacific,8,ChatGPT (OpenAI),7927,1,6.4,2024-08-04
USR-1F0FB73A,Marketing,Social Media Manager,Europe,19,Gemini (Google),959,1,0.8,2023-11-19
USR-03C0B9EE,Creative & Design,UI/UX Designer,North America,23,ChatGPT (OpenAI),13376,1,13.8,2023-03-30
USR-15C157B3,Marketing,Content Writer,North America,9,ChatGPT (OpenAI),9975,1,12.7,2022-07-27
USR-11F1EE6A,Education,Teacher,Asia-Pacific,22,Claude (Anthropic),6783,2,7.5,2023-08-26
USR-B6A46E09,Education,Teacher,North America,9,ChatGPT (OpenAI),6719,2,7.2,2024-09-23
USR-F101796C,Education,Teacher,Europe,1,Perplexity,8277,2,13.6,2026-03-10
USR-1048B0A1,Software Development,Data Scientist,Europe,21,GitHub Copilot,50093,6,57.7,2023-09-28
USR-CDE3E722,Creative & Design,Illustrator,Asia-Pacific,20,Midjourney,2559,2,4.5,2021-02-04
USR-A9156D6B,Software Development,Software Engineer,Europe,12,DeepSeek,40026,3,35.5,2024-10-17
USR-862786CA,Education,Instructional Designer,North America,9,Gemini (Google),4257,1,3.4,2024-12-07
USR-2D9769A2,Marketing,SEO Specialist,Asia-Pacific,23,ChatGPT (OpenAI),5880,1,5.2,2023-08-25
USR-A4EE221C,Education,Student,Europe,10,Claude (Anthropic),8740,1,12.2,2023-10-14
USR-66AF3C43,Finance,Accountant,North America,19,Perplexity,5648,2,6.6,2021-12-19
USR-8A4D9E28,Education,Student,Europe,19,ChatGPT (OpenAI),5437,1,12.1,2024-04-11
USR-952FA81A,Creative & Design,UI/UX Designer,Europe,13,Midjourney,2415,1,1.6,2023-07-12
USR-7149BE7A,Education,Student,North America,9,Gemini (Google),6363,1,9.3,2024-08-22
USR-49F87F40,Marketing,Social Media Manager,Asia-Pacific,8,ChatGPT (OpenAI),2372,1,1.8,2021-05-16
USR-C5A56AE6,Creative & Design,Video Editor,North America,2,Midjourney,1614,1,1.2,2024-06-26
USR-F3155A45,Healthcare,Healthcare Analyst,North America,7,Perplexity,13860,1,16.3,2023-07-10
USR-2F2A90CD,Education,Instructional Designer,Europe,18,Perplexity,11341,2,18.0,2024-02-15
USR-D8F46238,Education,Instructional Designer,Europe,17,ChatGPT (OpenAI),7034,1,9.6,2024-06-09
USR-078AB98B,Creative & Design,Illustrator,Asia-Pacific,21,Claude (Anthropic),9889,1,7.5,2023-10-21
USR-9BC155C3,Creative & Design,Video Editor,North America,22,ChatGPT (OpenAI),5590,2,3.9,2024-11-01
USR-097514C9,Software Development,Data Scientist,Middle East & Africa,20,Claude (Anthropic),6887,3,4.9,2024-06-15
USR-4B55C29F,Healthcare,Medical Researcher,Europe,5,Gemini (Google),15514,3,26.9,2023-11-14
USR-18CE5639,Healthcare,Medical Researcher,North America,6,Claude (Anthropic),2422,1,1.2,2022-01-11
USR-EF71A408,Marketing,Marketing Analyst,Asia-Pacific,15,Claude (Anthropic),9577,2,15.9,2023-01-20
USR-B37959E3,Marketing,Marketing Analyst,Europe,23,Claude (Anthropic),14547,2,16.7,2023-09-10
USR-62D8A5A5,Creative & Design,Video Editor,North America,20,Midjourney,711,1,0.3,2024-03-13
USR-C495BE33,Finance,Financial Analyst,Europe,10,Gemini (Google),9222,1,7.2,2023-10-02
USR-82986F4C,Healthcare,Clinical Admin,Asia-Pacific,4,ChatGPT (OpenAI),5754,2,8.7,2024-07-01
USR-CB825935,Creative & Design,Graphic Designer,North America,24,Perplexity,13005,2,24.2,2023-11-29
USR-675B7EE5,Finance,Accountant,Middle East & Africa,23,ChatGPT (OpenAI),15043,1,15.7,2025-10-13
USR-D2A2714C,Healthcare,Clinical Admin,Asia-Pacific,10,ChatGPT (OpenAI),1475,1,0.9,2022-12-05
USR-DBE6121E,Creative & Design,Illustrator,North America,7,Midjourney,3402,1,2.8,2024-07-03
USR-E61F4E84,Marketing,Content Writer,North America,18,Claude (Anthropic),1671,3,3.1,2023-07-06
USR-6A0B4C46,Software Development,Software Engineer,Europe,20,GitHub Copilot,25813,3,32.6,2023-09-27
USR-EDE8F6A3,Marketing,SEO Specialist,Asia-Pacific,19,Perplexity,6004,3,5.1,2023-05-16
USR-DEB91BB9,Finance,Accountant,Europe,22,ChatGPT (OpenAI),13572,1,17.4,2023-09-06
USR-00D60C91,Software Development,Data Scientist,Latin America,4,GitHub Copilot,26098,1,16.1,2023-04-22
USR-178CB858,Healthcare,Clinical Admin,Asia-Pacific,17,ChatGPT (OpenAI),4937,3,6.2,2021-04-22
USR-EF60EC9E,Marketing,Social Media Manager,North America,18,ChatGPT (OpenAI),5949,3,3.2,2023-09-05
USR-78D515A9,Healthcare,Medical Researcher,Europe,19,Perplexity,14767,1,20.7,2021-09-28
USR-80B10DBA,Software Development,Software Engineer,Latin America,2,ChatGPT (OpenAI),12764,1,9.9,2021-01-04
USR-0040FD77,Creative & Design,Video Editor,North America,3,Midjourney,2763,1,5.5,2021-12-28
USR-94C7A785,Healthcare,Medical Researcher,Latin America,20,Perplexity,9609,1,7.3,2023-10-27
USR-367A91F9,Education,Instructional Designer,North America,2,ChatGPT (OpenAI),3285,1,6.2,2024-01-12
USR-997D2AC9,Healthcare,Clinical Admin,Middle East & Africa,23,ChatGPT (OpenAI),3314,1,3.8,2023-08-03
USR-EBF8411D,Marketing,Social Media Manager,North America,3,Claude (Anthropic),8079,2,8.5,2024-01-21
USR-9EBB00F4,Education,Student,North America,1,ChatGPT (OpenAI),11171,1,18.3,2024-07-29
USR-D58C680F,Healthcare,Medical Researcher,North America,13,Perplexity,4333,3,3.6,2024-04-19
USR-6FBE71CB,Creative & Design,Illustrator,North America,22,Midjourney,3099,1,1.4,2024-07-17
USR-AFE2A47A,Software Development,QA Tester,Asia-Pacific,23,Claude (Anthropic),12203,3,23.4,2024-08-23
USR-AA3E3550,Marketing,Social Media Manager,Asia-Pacific,21,ChatGPT (OpenAI),2762,2,2.8,2022-07-21
USR-6EE648D4,Education,Teacher,North America,16,Perplexity,4023,3,3.9,2022-03-16
USR-80B4F726,Education,Student,North America,16,ChatGPT (OpenAI),12014,3,21.4,2021-09-24
USR-CFEC80C3,Education,Professor,North America,19,Midjourney,1262,1,1.1,2023-10-07
USR-DFD79D81,Creative & Design,Video Editor,North America,9,Midjourney,1315,1,0.9,2025-03-24
USR-10F67780,Software Development,Software Engineer,Europe,10,GitHub Copilot,51127,9,71.7,2024-06-23
USR-68D3BAF7,Finance,Financial Analyst,North America,12,Perplexity,12368,1,16.5,2025-04-01
USR-B3756ACA,Healthcare,Medical Researcher,Europe,20,ChatGPT (OpenAI),11826,1,12.4,2026-01-19
USR-B549A79B,Creative & Design,UI/UX Designer,Middle East & Africa,1,Midjourney,2578,2,2.4,2026-01-11
USR-03B3206F,Software Development,DevOps Engineer,North America,1,Claude (Anthropic),12713,2,26.0,2024-02-09
USR-CF122AD1,Healthcare,Clinical Admin,North America,18,Claude (Anthropic),1995,1,3.3,2023-06-19
USR-D98F79B0,Healthcare,Healthcare Analyst,Asia-Pacific,22,ChatGPT (OpenAI),5184,3,9.5,2024-04-28
USR-5AB6B544,Education,Professor,Europe,3,ChatGPT (OpenAI),15698,3,24.9,2023-09-09
USR-C887D94C,Software Development,DevOps Engineer,Asia-Pacific,11,GitHub Copilot,28411,5,61.2,2023-07-18
USR-63864B82,Healthcare,Medical Researcher,Asia-Pacific,22,Gemini (Google),5600,1,3.2,2023-04-23
USR-71ADF0CB,Finance,Accountant,North America,13,Claude (Anthropic),4026,2,4.5,2023-06-14
USR-4A758A2D,Healthcare,Clinical Admin,North America,16,ChatGPT (OpenAI),11805,1,13.3,2024-05-01
USR-3C44426C,Marketing,SEO Specialist,Europe,20,Gemini (Google),7226,1,12.3,2025-09-27
USR-4BA0E144,Marketing,SEO Specialist,Europe,21,Perplexity,5383,1,4.0,2022-03-25
USR-4FEDD3DE,Creative & Design,Illustrator,Latin America,22,Midjourney,2171,2,3.1,2024-01-20
USR-5E605A56,Marketing,SEO Specialist,Europe,18,Perplexity,5943,1,10.6,2024-09-30
USR-D93C6FBA,Software Development,Software Engineer,Europe,9,Claude (Anthropic),2038,3,4.1,2022-10-13
USR-04E2698C,Creative & Design,Graphic Designer,North America,11,ChatGPT (OpenAI),11005,2,24.5,2024-01-27
USR-EDCA35A8,Healthcare,Medical Researcher,North America,5,Gemini (Google),10948,1,17.6,2025-11-24
USR-163FF36A,Education,Instructional Designer,Asia-Pacific,3,ChatGPT (OpenAI),5575,2,8.6,2022-04-13
USR-98647A65,Creative & Design,UI/UX Designer,Europe,22,Midjourney,2213,3,3.6,2023-10-15
USR-FA3D95DF,Healthcare,Medical Researcher,Europe,25,ChatGPT (OpenAI),1157,3,1.3,2023-07-02
USR-ED2744C9,Finance,Investment Banker,North America,24,Perplexity,1178,2,0.6,2023-03-04
USR-561CCAA8,Education,Professor,Europe,23,Midjourney,2692,2,2.8,2024-01-16
USR-DBF2AB30,Finance,Investment Banker,North America,19,Gemini (Google),6558,1,13.0,2024-10-29
USR-8CFB6B80,Healthcare,Clinical Admin,Europe,4,Gemini (Google),2534,3,2.5,2024-10-13
USR-EB74346E,Software Development,Software Engineer,North America,25,ChatGPT (OpenAI),4157,1,3.2,2023-03-02
USR-A7BA717B,Marketing,Content Writer,Asia-Pacific,14,Perplexity,7247,3,7.7,2024-06-30
USR-527D3CFB,Education,Student,Europe,13,Perplexity,5178,2,9.5,2024-09-19
USR-BF06A3FE,Healthcare,Medical Researcher,Asia-Pacific,11,ChatGPT (OpenAI),10364,3,6.5,2024-05-31
USR-BFF53167,Software Development,QA Tester,North America,20,Claude (Anthropic),12000,1,6.6,2022-01-16
USR-DD2FCBB5,Marketing,Marketing Analyst,Europe,2,ChatGPT (OpenAI),6715,1,10.2,2025-01-09
USR-43DDE56A,Marketing,Content Writer,Latin America,14,ChatGPT (OpenAI),4486,2,5.2,2024-12-04
USR-517D663C,Creative & Design,Video Editor,Asia-Pacific,23,Midjourney,761,3,0.7,2023-02-21
USR-DF698B6A,Education,Instructional Designer,North America,6,ChatGPT (OpenAI),8199,3,6.6,2024-08-01
USR-6FFA0C9A,Healthcare,Clinical Admin,Latin America,14,Claude (Anthropic),15191,1,15.8,2022-12-19
USR-FE3BD898,Education,Instructional Designer,Europe,20,Perplexity,13135,1,15.1,2024-05-19
USR-83568BB6,Education,Teacher,Europe,24,Claude (Anthropic),4598,1,8.6,2021-03-23
USR-D5056771,Finance,Financial Analyst,Europe,7,ChatGPT (OpenAI),11846,1,12.7,2024-03-03
USR-5D0B24D3,Education,Instructional Designer,Europe,2,ChatGPT (OpenAI),15869,3,23.5,2023-04-23
USR-84353668,Finance,Financial Analyst,North America,17,ChatGPT (OpenAI),4025,1,6.8,2022-09-03
USR-8B794A98,Marketing,Marketing Analyst,Asia-Pacific,7,Perplexity,5100,1,6.1,2023-05-03
USR-92262114,Education,Instructional Designer,Europe,19,ChatGPT (OpenAI),6768,2,5.9,2024-02-24
USR-304D0212,Finance,Investment Banker,North America,17,Perplexity,4841,1,10.4,2023-01-29
USR-E56EDC8E,Healthcare,Medical Researcher,North America,11,Gemini (Google),5505,2,6.1,2025-01-21
USR-6AD81BA7,Education,Instructional Designer,Europe,13,ChatGPT (OpenAI),11938,1,12.7,2023-08-19
USR-10FCC5F7,Software Development,DevOps Engineer,North America,8,GitHub Copilot,15287,2,22.6,2024-04-26
USR-B662AD48,Marketing,Content Writer,North America,22,Midjourney,2290,1,1.5,2022-11-13
USR-0246E146,Software Development,DevOps Engineer,Europe,18,ChatGPT (OpenAI),4836,1,10.0,2023-11-27
USR-5B0B2DCE,Software Development,Software Engineer,Asia-Pacific,10,GitHub Copilot,27397,5,46.3,2024-12-24
USR-09A9D19A,Marketing,Marketing Analyst,Asia-Pacific,6,ChatGPT (OpenAI),3360,3,3.6,2024-11-23
USR-6194F5BB,Finance,Investment Banker,Asia-Pacific,5,Midjourney,2546,3,1.7,2024-05-18
USR-F0040878,Marketing,Content Writer,North America,13,Claude (Anthropic),3167,3,4.2,2025-04-06
USR-5850B73B,Healthcare,Medical Researcher,Europe,15,ChatGPT (OpenAI),4604,2,4.3,2024-03-24
USR-2EF6273F,Creative & Design,UI/UX Designer,North America,2,Midjourney,1919,1,3.6,2023-11-22
USR-DBEF7273,Finance,Accountant,North America,13,ChatGPT (OpenAI),7592,1,10.8,2023-09-08
USR-22383E16,Creative & Design,Graphic Designer,Europe,8,Midjourney,1057,1,0.6,2024-10-28
USR-F34E484C,Creative & Design,UI/UX Designer,Europe,14,Midjourney,2616,3,2.6,2024-07-18
USR-105F2A74,Finance,Accountant,Asia-Pacific,2,Midjourney,1786,1,2.3,2023-07-23
USR-B9859C5C,Healthcare,Medical Researcher,North America,1,ChatGPT (OpenAI),11310,1,12.9,2024-11-08
USR-2BE131B7,Healthcare,Healthcare Analyst,North America,6,Gemini (Google),16851,3,23.9,2023-11-18
USR-C5E34AC5,Software Development,DevOps Engineer,North America,14,DeepSeek,16898,2,21.1,2023-04-08
USR-F7ECC6BF,Healthcare,Clinical Admin,Asia-Pacific,19,ChatGPT (OpenAI),7742,1,7.4,2026-06-24
USR-E35548AC,Finance,Investment Banker,North America,22,ChatGPT (OpenAI),9351,3,7.2,2024-04-10
USR-66922C05,Marketing,Content Writer,North America,10,ChatGPT (OpenAI),8816,3,10.8,2023-10-29
USR-28050965,Marketing,Content Writer,North America,19,Claude (Anthropic),9266,1,9.2,2023-04-11
USR-BFE11A21,Software Development,Data Scientist,Asia-Pacific,22,GitHub Copilot,28196,1,16.5,2023-07-10
USR-CFF2203B,Software Development,Software Engineer,North America,12,GitHub Copilot,25256,5,40.3,2023-07-23
USR-F1894B05,Finance,Financial Analyst,North America,8,Perplexity,10296,1,9.1,2024-01-08
USR-4542C3AC,Software Development,DevOps Engineer,Latin America,12,GitHub Copilot,46297,2,21.1,2021-01-31
USR-98AB7223,Education,Instructional Designer,North America,19,ChatGPT (OpenAI),4904,1,2.3,2025-03-14
USR-8C2A562A,Marketing,Content Writer,Asia-Pacific,11,Claude (Anthropic),8019,1,7.5,2022-08-07
USR-4F9AAC0A,Finance,Investment Banker,Europe,19,Claude (Anthropic),9298,1,15.2,2023-06-05
USR-345DC2FD,Healthcare,Medical Researcher,Europe,9,Claude (Anthropic),4394,1,6.6,2023-07-09
USR-3333A94C,Finance,Financial Analyst,North America,1,Claude (Anthropic),7532,1,7.3,2025-07-28
USR-5A133075,Healthcare,Healthcare Analyst,Europe,7,Perplexity,3296,3,4.6,2023-03-09
USR-F58D6952,Creative & Design,Video Editor,Asia-Pacific,17,ChatGPT (OpenAI),2770,1,3.9,2023-02-01
USR-382EE838,Software Development,Software Engineer,Europe,6,Gemini (Google),7470,3,7.8,2023-04-18
USR-37F29E6E,Software Development,DevOps Engineer,North America,22,ChatGPT (OpenAI),1309,1,2.5,2025-05-13
USR-947A4715,Marketing,Social Media Manager,Latin America,9,ChatGPT (OpenAI),14519,1,20.0,2024-09-16
USR-EDA612E5,Finance,Financial Analyst,Europe,24,ChatGPT (OpenAI),6836,2,8.5,2025-07-28
USR-1D36FE9B,Education,Instructional Designer,Europe,7,ChatGPT (OpenAI),10229,2,21.3,2025-06-20
USR-A1E1D6F6,Marketing,SEO Specialist,North America,3,ChatGPT (OpenAI),12297,1,11.5,2023-11-04
USR-21DB79C8,Creative & Design,Graphic Designer,North America,8,Midjourney,2873,2,2.4,2021-02-07
USR-6521F387,Healthcare,Healthcare Analyst,North America,19,ChatGPT (OpenAI),12546,2,21.8,2024-09-12
USR-F6ACA4CD,Healthcare,Healthcare Analyst,North America,1,Claude (Anthropic),7481,1,15.7,2025-06-11
USR-69846689,Finance,Investment Banker,North America,24,Perplexity,9578,1,16.4,2023-01-11
USR-C2C035AE,Software Development,QA Tester,North America,4,Gemini (Google),12687,1,10.9,2025-09-30
USR-F34177EE,Creative & Design,Video Editor,Asia-Pacific,1,Midjourney,1509,1,2.7,2023-06-09
USR-61F3625E,Marketing,SEO Specialist,North America,14,Claude (Anthropic),9125,2,8.7,2024-03-27
USR-6CD67360,Marketing,Social Media Manager,Asia-Pacific,1,ChatGPT (OpenAI),7339,1,8.8,2024-01-06
USR-EADF2C09,Healthcare,Clinical Admin,Latin America,9,ChatGPT (OpenAI),1333,3,0.9,2023-06-03
USR-43BFD1BA,Software Development,Data Scientist,Europe,18,ChatGPT (OpenAI),13741,1,17.6,2022-12-01
USR-6868E359,Healthcare,Clinical Admin,Asia-Pacific,5,ChatGPT (OpenAI),16131,2,21.5,2023-12-05
USR-C5E4F17E,Finance,Investment Banker,Asia-Pacific,4,Gemini (Google),10766,1,13.9,2023-01-04
USR-CEF40363,Software Development,QA Tester,North America,14,GitHub Copilot,22120,2,19.5,2024-04-04
USR-C732BCC7,Marketing,Marketing Analyst,North America,25,Claude (Anthropic),9454,2,21.5,2021-12-22
USR-DDBE4FBB,Software Development,Software Engineer,North America,16,Claude (Anthropic),10684,2,9.3,2023-03-19
USR-8F2EF2E7,Marketing,Social Media Manager,Europe,17,ChatGPT (OpenAI),2903,3,1.9,2023-12-24
USR-4E88D037,Creative & Design,UI/UX Designer,Europe,16,Midjourney,864,1,1.5,2023-12-25
USR-75D7EE6F,Marketing,Marketing Analyst,Europe,21,ChatGPT (OpenAI),9350,1,8.8,2024-11-18
USR-D0ABBFC9,Marketing,Content Writer,North America,5,Gemini (Google),11991,2,25.9,2023-07-29
USR-2E1F51BE,Healthcare,Clinical Admin,Europe,24,ChatGPT (OpenAI),4481,3,4.6,2022-04-16
USR-0D826CE5,Finance,Accountant,North America,4,Claude (Anthropic),4002,2,7.5,2023-09-13
USR-1CE2B171,Software Development,DevOps Engineer,Europe,4,Gemini (Google),6760,3,3.9,2024-11-25
USR-4C2AB399,Finance,Investment Banker,Asia-Pacific,17,ChatGPT (OpenAI),8017,1,8.1,2024-03-21
USR-CBADC93B,Creative & Design,Video Editor,Europe,8,Midjourney,3079,1,1.5,2024-11-05
USR-24BCE679,Creative & Design,Video Editor,Europe,24,Claude (Anthropic),13278,1,9.3,2024-11-18
USR-F235E3C0,Software Development,Software Engineer,North America,6,GitHub Copilot,30978,4,47.3,2022-03-10
USR-BC00D8E2,Creative & Design,UI/UX Designer,North America,25,Midjourney,1647,3,3.6,2022-10-06
USR-A4D7CC4D,Creative & Design,Illustrator,North America,9,Midjourney,1655,3,1.3,2025-01-14
USR-FA0513A1,Finance,Accountant,Europe,9,Perplexity,11167,2,21.1,2023-02-18
USR-03437EF4,Healthcare,Clinical Admin,North America,9,ChatGPT (OpenAI),4176,1,3.3,2024-09-10
USR-005F5B7E,Marketing,Marketing Analyst,North America,15,ChatGPT (OpenAI),4910,1,6.6,2021-12-07
USR-40D52A4A,Finance,Investment Banker,North America,5,ChatGPT (OpenAI),11446,1,11.5,2023-09-25
USR-5209CCC0,Education,Student,Europe,24,Claude (Anthropic),2055,3,2.4,2023-07-17
USR-03747004,Creative & Design,Graphic Designer,Middle East & Africa,6,Midjourney,2304,1,2.3,2024-07-19
USR-5EBF367E,Education,Student,North America,9,ChatGPT (OpenAI),3180,3,3.7,2024-04-16
USR-CE52A347,Healthcare,Clinical Admin,North America,15,Gemini (Google),13560,1,20.5,2022-03-14
USR-E90E3EA7,Healthcare,Healthcare Analyst,Latin America,19,ChatGPT (OpenAI),2116,1,2.8,2022-09-11
USR-3A7F60B4,Marketing,Marketing Analyst,Europe,25,ChatGPT (OpenAI),14342,2,27.7,2024-04-08
USR-1135FF72,Finance,Accountant,Asia-Pacific,22,Perplexity,1413,3,2.5,2024-04-10
USR-3F4C5C8B,Marketing,Marketing Analyst,Asia-Pacific,1,ChatGPT (OpenAI),8439,1,8.3,2023-09-25
USR-D7C7E443,Creative & Design,Illustrator,Europe,20,Midjourney,1887,2,1.4,2023-02-09
USR-2E4FF199,Software Development,DevOps Engineer,Europe,16,ChatGPT (OpenAI),4034,2,7.7,2023-06-24
USR-1BE372F3,Marketing,Marketing Analyst,Asia-Pacific,23,ChatGPT (OpenAI),11394,2,19.6,2023-01-01
USR-4D33D519,Finance,Financial Analyst,North America,9,ChatGPT (OpenAI),8818,1,13.0,2024-08-29
USR-42C9CC16,Finance,Investment Banker,Europe,8,Claude (Anthropic),3296,1,5.0,2023-01-07
USR-882AD87D,Software Development,Data Scientist,North America,18,GitHub Copilot,32272,7,59.3,2023-10-07
USR-02D3E604,Finance,Investment Banker,Asia-Pacific,17,Perplexity,12530,3,25.2,2023-10-28
USR-878C8CEA,Creative & Design,UI/UX Designer,Europe,14,Midjourney,1419,2,1.3,2021-07-22
USR-80BD584B,Marketing,Marketing Analyst,Asia-Pacific,4,Perplexity,7639,1,11.6,2023-09-01
USR-C29A612D,Software Development,QA Tester,North America,2,Claude (Anthropic),12325,2,10.7,2023-03-17
USR-C00D31F4,Marketing,Marketing Analyst,Europe,14,Perplexity,12707,2,14.3,2023-03-22
USR-5ACCF1B9,Healthcare,Clinical Admin,Asia-Pacific,12,ChatGPT (OpenAI),12833,2,24.1,2024-06-24
USR-4A158348,Healthcare,Clinical Admin,North America,14,Claude (Anthropic),4325,3,5.8,2023-12-21
USR-D00929C2,Finance,Accountant,Latin America,18,ChatGPT (OpenAI),11326,2,19.6,2023-08-20
USR-C477CC47,Finance,Accountant,Asia-Pacific,22,ChatGPT (OpenAI),10352,1,12.5,2024-09-19
USR-2D42B132,Creative & Design,UI/UX Designer,Asia-Pacific,24,Midjourney,2488,1,2.2,2023-08-26
USR-5CD6EAB7,Education,Professor,Europe,13,ChatGPT (OpenAI),11377,1,10.3,2024-02-01
USR-8D398538,Software Development,Data Scientist,Europe,12,ChatGPT (OpenAI),8127,2,4.2,2023-07-07
USR-77BBE265,Software Development,Data Scientist,North America,5,DeepSeek,37578,9,66.6,2024-12-28
USR-008294F0,Education,Instructional Designer,North America,1,ChatGPT (OpenAI),2841,2,5.4,2026-03-13
USR-3A992F7C,Software Development,QA Tester,Europe,11,GitHub Copilot,24801,1,13.2,2021-12-12
USR-1B568626,Software Development,Software Engineer,Asia-Pacific,14,DeepSeek,34947,3,46.8,2023-07-22
USR-CA7A0E83,Creative & Design,Illustrator,Asia-Pacific,8,Midjourney,1068,1,2.2,2021-02-13
USR-F3B264E1,Finance,Financial Analyst,Asia-Pacific,18,Gemini (Google),3578,3,4.1,2022-11-17
USR-72A1B636,Software Development,DevOps Engineer,North America,18,DeepSeek,32297,3,25.1,2024-08-25
USR-1D96CD45,Marketing,SEO Specialist,Middle East & Africa,1,ChatGPT (OpenAI),7648,1,10.9,2023-05-30
USR-4A8986A2,Finance,Financial Analyst,Asia-Pacific,11,Claude (Anthropic),15212,3,24.1,2024-09-05
USR-59BC7251,Marketing,Content Writer,Europe,2,Gemini (Google),7962,1,11.5,2023-09-06
USR-81F6F591,Education,Student,North America,25,ChatGPT (OpenAI),3701,2,5.6,2023-10-29
USR-ADCA8885,Software Development,DevOps Engineer,North America,19,GitHub Copilot,29619,2,32.5,2024-12-25
USR-4A30B0E4,Finance,Accountant,Middle East & Africa,13,Perplexity,7370,1,16.3,2023-12-07
USR-9154D076,Creative & Design,Graphic Designer,Europe,21,Midjourney,626,3,0.9,2024-09-24
USR-778E2C74,Finance,Financial Analyst,North America,1,ChatGPT (OpenAI),3053,2,2.9,2023-08-23
USR-7958FC7D,Creative & Design,UI/UX Designer,Asia-Pacific,2,ChatGPT (OpenAI),13418,1,9.9,2022-08-14
USR-A1C9CA43,Education,Teacher,Europe,6,Perplexity,13667,1,14.2,2023-12-09
USR-ED7BA0D8,Healthcare,Healthcare Analyst,Asia-Pacific,13,Perplexity,1015,2,0.8,2024-09-14
USR-E7CC1870,Software Development,Software Engineer,Middle East & Africa,17,GitHub Copilot,42584,6,69.3,2023-01-08
USR-988C9620,Software Development,Data Scientist,Europe,21,GitHub Copilot,13190,4,29.2,2023-11-27
USR-1E3160B8,Creative & Design,Graphic Designer,Asia-Pacific,8,Claude (Anthropic),1619,1,1.6,2024-06-29
USR-519ACDB0,Finance,Investment Banker,Asia-Pacific,25,ChatGPT (OpenAI),13996,1,12.0,2023-01-09
USR-17821A2C,Healthcare,Medical Researcher,North America,17,Gemini (Google),15305,3,25.3,2024-02-11
USR-F2C69D13,Education,Teacher,North America,3,ChatGPT (OpenAI),6712,1,10.4,2023-08-04
USR-9196B579,Creative & Design,Graphic Designer,North America,17,Midjourney,2106,2,1.6,2023-09-03
USR-5F29B1F3,Software Development,Data Scientist,Asia-Pacific,6,DeepSeek,20560,3,22.9,2023-10-24
USR-22C1B5C8,Marketing,Content Writer,Asia-Pacific,19,ChatGPT (OpenAI),15635,2,7.8,2024-06-03
